iter	Logloss
113	0.380954834
114	0.3807965393
115	0.3805970764
116	0.3803327637
117	0.3800448303
118	0.3797736511
119	0.3796248779
120	0.3793858032
121	0.379147644
122	0.3788503418
123	0.3787110596
124	0.3785613708
125	0.3784028015
126	0.3781564636
127	0.3779994202
128	0.3777441711
129	0.3774754639
130	0.3773010559
131	0.3770467529
132	0.3767907104
133	0.3765734253
134	0.3764397583
135	0.3762786865
136	0.376046936
137	0.3759136658
138	0.3757186279
139	0.3755555115
140	0.3753509827
141	0.37509552
142	0.3749094849
143	0.3747415161
144	0.3746165161
145	0.3744943542
146	0.3743231812
147	0.3741391907
148	0.3739330444
149	0.3737550659
150	0.3735948792
151	0.3734069519
152	0.3732158508
153	0.373109314
154	0.372995636
155	0.3728778992
156	0.3726731567
157	0.3724973755
158	0.3723183289
159	0.3721829224
160	0.3720193481
161	0.371935791
162	0.3717615967
163	0.3716480713
164	0.3714425659
165	0.3713076477
166	0.371126709
167	0.3709894409
168	0.3708446655
169	0.3706871033
170	0.3705296326
171	0.3704021606
172	0.3702672424
173	0.3701297607
174	0.3699775085
175	0.369821228
176	0.3696985474
177	0.3694778442
178	0.3693875732
179	0.3692559204
180	0.369085022
181	0.3690068359
182	0.3689480286
183	0.3687820435
184	0.3686257324
185	0.368492218
186	0.3683573303
187	0.3682167969
188	0.3680280762
189	0.3678695679
190	0.3677719727
191	0.3675584412
192	0.367425293
193	0.3672874756
194	0.3671088257
195	0.3670274048
196	0.3668012085
197	0.3666992188
198	0.3665841064
199	0.366246521
200	0.3660827026
201	0.3659581909
202	0.3658417969
203	0.3657056885
204	0.3655551453
205	0.3654453735
206	0.3652953186
207	0.3651252136
208	0.3649593201
209	0.3648067017
210	0.3647020569
211	0.364609314
212	0.364493042
213	0.3643840332
214	0.364241394
215	0.3641455688
216	0.3639884949
217	0.3639019165
218	0.3637432251
219	0.3635807495
220	0.3634523926
221	0.3633582764
222	0.3631751709
223	0.3629472656
224	0.3628592834
225	0.3626808167
226	0.3624819336
227	0.3623630676
228	0.3622062988
229	0.3620610962
230	0.3619814148
231	0.361872345
232	0.3617550049
233	0.361676178
234	0.3615425415
235	0.3614083862
236	0.3612722778
237	0.3611112366
238	0.3609608765
239	0.3608646851
240	0.3606347046
241	0.360473999
242	0.3603725281
243	0.3602076111
244	0.3600041809
245	0.3598513489
246	0.3598045959
247	0.3597216492
248	0.3595715332
249	0.3594689331
250	0.3593504639
251	0.3592036133
252	0.3591004944
253	0.3590137939
254	0.3589009705
255	0.3587644348
256	0.3585545044
257	0.3584196167
258	0.3582763672
259	0.3581853027
260	0.3579728394
261	0.3577984619
262	0.3576956177
263	0.3575964661
264	0.3574577637
265	0.3573463135
266	0.3572331543
267	0.3570635376
268	0.3569489746
269	0.3568772583
270	0.3567938232
271	0.3567249146
272	0.3565614624
273	0.3564057007
274	0.3563303528
275	0.3561426392
276	0.3559433289
277	0.3558668823
278	0.3557120361
279	0.3555995483
280	0.355442627
281	0.3552717896
282	0.3551395264
283	0.3550226746
284	0.3549309692
285	0.3548665771
286	0.3547958984
287	0.3546882935
288	0.3545579834
289	0.3544329834
290	0.3542149353
291	0.3541247559
292	0.3540611267
293	0.353981842
294	0.3538711548
295	0.3538010559
296	0.3536967468
297	0.3535554199
298	0.35341922
299	0.3533218384
300	0.3531497803
301	0.3530149231
302	0.3528702393
303	0.3527732849
304	0.3526618652
305	0.3525559082
306	0.3523697205
307	0.352259613
308	0.3521225586
309	0.3519737854
310	0.3517879028
311	0.3517524719
312	0.3516535034
313	0.3515444946
314	0.3514605103
315	0.3513905334
316	0.3512506714
317	0.351199646
318	0.351107666
319	0.3509880066
320	0.3508673706
321	0.3507678528
322	0.3505992737
323	0.3505023193
324	0.3503970337
325	0.3502960205
326	0.350234436
327	0.3501238403
328	0.3500444336
329	0.3499682007
330	0.3498624878
331	0.3497473145
332	0.3496501465
333	0.3495401001
334	0.3493691711
335	0.3492449951
336	0.349150116
337	0.3490216064
338	0.3488466797
339	0.3486921387
340	0.3485887451
341	0.3485222473
342	0.3484002991
343	0.3483184204
344	0.3481554565
345	0.3480286255
346	0.3478754883
347	0.3477927856
348	0.3477193604
349	0.3475436401
350	0.3474119873
351	0.3472345886
352	0.3471466064
353	0.347077301
354	0.3469464111
355	0.3468043518
356	0.346710022
357	0.3466260376
358	0.3465128479
359	0.3464519653
360	0.3463599243
361	0.3462811279
362	0.3461989746
363	0.3461141968
364	0.3460126953
365	0.3459125366
366	0.3458383789
367	0.3457467651
368	0.3456454468
369	0.3454796753
370	0.3453986816
371	0.3452529297
372	0.3451200256
373	0.3450245361
374	0.3448577576
375	0.3448101501
376	0.3446687317
377	0.344565918
378	0.3444676514
379	0.3443494263
380	0.3442150879
381	0.3441139221
382	0.3440318909
383	0.3439221191
384	0.3437980042
385	0.3436862183
386	0.343563446
387	0.3434049072
388	0.3432657166
389	0.3431481934
390	0.342973877
391	0.3428257446
392	0.3427036743
393	0.3425791016
394	0.342432251
395	0.3422970581
396	0.3421611023
397	0.3420293274
398	0.3419234924
399	0.3417848206
400	0.3416835938
401	0.3414954224
402	0.3413249512
403	0.341230957
404	0.3411228027
405	0.3410095215
406	0.3409251709
407	0.3408023071
408	0.3406617432
409	0.3404460754
410	0.3402866821
411	0.3401871948
412	0.340119812
413	0.3399336548
414	0.339761322
415	0.3396627197
416	0.3395957031
417	0.3395066833
418	0.3394118652
419	0.3392951355
420	0.3391849976
421	0.3390582886
422	0.3389541016
423	0.338855896
424	0.3387255249
425	0.3386290283
426	0.3384758911
427	0.3383917236
428	0.3382937622
429	0.3381746826
430	0.3380731201
431	0.3379581604
432	0.3378260803
433	0.3377695312
434	0.3376656799
435	0.3375470276
436	0.3374420776
437	0.3373140869
438	0.3372011414
439	0.3370987549
440	0.336982605
441	0.3368771973
442	0.3368189087
443	0.3367271729
444	0.3366253052
445	0.3365152588
446	0.3364378357
447	0.3362686768
448	0.3361430054
449	0.3360401917
450	0.3359597778
451	0.3358424072
452	0.3357589111
453	0.3356644897
454	0.3355450134
455	0.3354567871
456	0.3353594055
457	0.3351852417
458	0.3350349121
459	0.3349522095
460	0.3348206787
461	0.3347188416
462	0.3346307983
463	0.3344893494
464	0.3343673096
465	0.3342763062
466	0.3341736755
467	0.3340106506
468	0.3338997803
469	0.3337998352
470	0.3337133179
471	0.3336040649
472	0.333524353
473	0.3334318542
474	0.333315918
475	0.3332084961
476	0.3331118774
477	0.3329577332
478	0.3328709412
479	0.3327930908
480	0.3327142944
481	0.3326176453
482	0.3324919434
483	0.332427124
484	0.3323209534
485	0.3322316284
486	0.3321223755
487	0.3319949341
488	0.3318968506
489	0.3317944031
490	0.3317163696
491	0.3316195374
492	0.3315365906
493	0.331425293
494	0.3313323364
495	0.331191864
496	0.3310790405
497	0.3309689941
498	0.3308699341
499	0.3307747803
500	0.330663147
501	0.3305783386
502	0.3305214233
503	0.3304320374
504	0.3302632141
505	0.3301484375
506	0.3300822754
507	0.3299614563
508	0.3298861694
509	0.3297614746
510	0.3296405029
511	0.3295553284
512	0.3294862061
513	0.3294187012
514	0.3293060913
515	0.3292119141
516	0.3291018677
517	0.3289217529
518	0.3288084106
519	0.3286828918
520	0.328605072
521	0.3285195923
522	0.3284299316
523	0.3282732544
524	0.3281739197
525	0.3280733948
526	0.3279570618
527	0.3278762817
528	0.3277747498
529	0.3276053467
530	0.3275066528
531	0.3274291382
532	0.3273579102
533	0.3272726135
534	0.3271856384
535	0.3270975647
536	0.3270092773
537	0.326947876
538	0.3268659973
539	0.3267867432
540	0.3266712646
541	0.326583313
542	0.3264391785
543	0.3263342896
544	0.3262398987
545	0.3261473083
546	0.3260758667
547	0.3259954834
548	0.3259008789
549	0.3258148499
550	0.3256861267
551	0.3255900879
552	0.3254515076
553	0.3253544922
554	0.3252669373
555	0.3251445312
556	0.3250687866
557	0.3249332275
558	0.3248543396
559	0.3247750854
560	0.3246781006
561	0.3245411987
562	0.3244563599
563	0.3243451843
564	0.3242503052
565	0.3241902161
566	0.3241021118
567	0.3239889832
568	0.3238321533
569	0.3236688232
570	0.3236066895
571	0.3235281982
572	0.3234076538
573	0.3233524475
574	0.3231731262
575	0.3230509338
576	0.3229588013
577	0.3228768311
578	0.3227940063
579	0.3226704102
580	0.3225822754
581	0.3224063721
582	0.3222572021
583	0.3221793213
584	0.3220895081
585	0.321952301
586	0.3218225098
587	0.3217174072
588	0.3216012573
589	0.3214933472
590	0.3214216614
591	0.3213609314
592	0.3212861328
593	0.321161499
594	0.3210532837
595	0.3209780884
596	0.3208999023
597	0.3207308044
598	0.3206036377
599	0.3204953003
600	0.3203921509
601	0.3203109131
602	0.320236145
603	0.3201687622
604	0.3200178223
605	0.3199006958
606	0.3198114319
607	0.3197322083
608	0.3196453857
609	0.3195774536
610	0.3194909668
611	0.3193860474
612	0.3193233032
613	0.3191989746
614	0.3190953064
615	0.3190274658
616	0.3189497375
617	0.3188727417
618	0.3188128052
619	0.3187056885
620	0.3186416626
621	0.3185864868
622	0.3185183105
623	0.3184821167
624	0.3183226929
625	0.3182030029
626	0.3181469116
627	0.3180393372
628	0.3179031067
629	0.3178098755
630	0.3177218628
631	0.3175894165
632	0.3175018311
633	0.3174459229
634	0.3173283386
635	0.3172584229
636	0.3171706848
637	0.3170982666
638	0.3170162659
639	0.3169077148
640	0.3168467102
641	0.3167161255
642	0.3166254883
643	0.3165164185
644	0.3164664917
645	0.3163953857
646	0.3162548828
647	0.316182373
648	0.3161277771
649	0.3160242004
650	0.3158993835
651	0.3158338013
652	0.3157326355
653	0.3156264038
654	0.3155490417
655	0.3154293518
656	0.315322876
657	0.3152221069
658	0.3151480713
659	0.3150688477
660	0.314989563
661	0.3148638916
662	0.3147883911
663	0.314671875
664	0.3145463257
665	0.3144812012
666	0.3143788757
667	0.3143097839
668	0.3142418823
669	0.3141173706
670	0.3139889832
671	0.3139082947
672	0.3137816467
673	0.3136719971
674	0.3136055908
675	0.3135305786
676	0.3134613037
677	0.3133978271
678	0.313315918
679	0.3132698975
680	0.3131948242
681	0.3131137695
682	0.3130008545
683	0.3128591309
684	0.3127569885
685	0.3126788635
686	0.3126010742
687	0.3125013123
688	0.3124153748
689	0.3122804565
690	0.3122122192
691	0.3120964661
692	0.3119794312
693	0.3119071655
694	0.3118447876
695	0.3117637634
696	0.3117102661
697	0.3115983887
698	0.3114869995
699	0.3113845825
700	0.3113067627
701	0.3112176819
702	0.3111334534
703	0.311046814
704	0.3109604492
705	0.3108316345
706	0.3107686157
707	0.3106284485
708	0.3104994507
709	0.3103833008
710	0.3102615356
711	0.310199707
712	0.3101238403
713	0.3100342712
714	0.30987854
715	0.3098217468
716	0.3097570801
717	0.3096583252
718	0.3095425415
719	0.3094247742
720	0.3092869873
721	0.3091812744
722	0.3090675049
723	0.3090005493
724	0.3089297485
725	0.3088190613
726	0.3086891174
727	0.3086016846
728	0.3085237427
729	0.3084555664
730	0.3083618774
731	0.3082554626
732	0.3081678772
733	0.3080842896
734	0.3079588623
735	0.3078526611
736	0.30777005
737	0.3077000122
738	0.3076243286
739	0.3074868164
740	0.3074013672
741	0.3072822266
742	0.3071739197
743	0.3070749512
744	0.3069828491
745	0.3068676147
746	0.3067842407
747	0.3066769409
748	0.3065834961
749	0.306515625
750	0.3064068604
751	0.3062770996
752	0.3061893921
753	0.3060891113
754	0.3059991455
755	0.3058973389
756	0.3057484741
757	0.3056899719
758	0.3056002197
759	0.3054487
760	0.3053901978
761	0.3053171997
762	0.3052388306
763	0.3051044006
764	0.3050101929
765	0.3049329224
766	0.3048485107
767	0.3047582397
768	0.304645813
769	0.3045582581
770	0.3044842529
771	0.3043634033
772	0.3042681885
773	0.3041442261
774	0.3040559082
775	0.3039694519
776	0.3038775024
777	0.3037616577
778	0.3036719971
779	0.3035526123
780	0.3034736328
781	0.3033510132
782	0.3032501831
783	0.303165802
784	0.3030270386
785	0.3029598389
786	0.3028278809
787	0.3027371216
788	0.3026284485
789	0.3025649109
790	0.3024757385
791	0.3023844299
792	0.3022687378
793	0.3021497803
794	0.3020891113
795	0.3020040283
796	0.3019411621
797	0.3018311157
798	0.3017281189
799	0.3016217957
800	0.301520752
801	0.3014202576
802	0.3013358154
803	0.3012362671
804	0.3011661682
805	0.3010223389
806	0.3009564209
807	0.3008581543
808	0.3007838135
809	0.3007207336
810	0.3006199951
811	0.3005429077
812	0.3004437561
813	0.3003630371
814	0.3002677917
815	0.3002090454
816	0.3001309814
817	0.3000558777
818	0.2999888916
819	0.2999188843
820	0.2998210449
821	0.2997495117
822	0.2996798401
823	0.2995861206
824	0.2994859314
825	0.2993909912
826	0.299302948
827	0.2992262573
828	0.2991452026
829	0.2991177979
830	0.2989715576
831	0.2988451843
832	0.2987404175
833	0.2986477661
834	0.2985584717
835	0.2984755859
836	0.2984016113
837	0.2983391724
838	0.2982617188
839	0.298147522
840	0.298065918
841	0.2979714661
842	0.2978371582
843	0.2977545166
844	0.2976820068
845	0.2975987549
846	0.2975384521
847	0.2974732361
848	0.2973237915
849	0.2971877441
850	0.2970886841
851	0.2970090942
852	0.2969223022
853	0.2968443298
854	0.2967576904
855	0.2967216797
856	0.2966630249
857	0.2965394287
858	0.2963968811
859	0.2963296509
860	0.2962473145
861	0.2962288818
862	0.2961254272
863	0.2959921875
864	0.2958827515
865	0.2957915039
866	0.2956725464
867	0.2955747681
868	0.2954815063
869	0.2953953247
870	0.29534021
871	0.2952601624
872	0.2951802979
873	0.2950632019
874	0.2949718628
875	0.294895752
876	0.2947874146
877	0.2946948242
878	0.29456073
879	0.2944536133
880	0.2943693237
881	0.2943008423
882	0.2942238464
883	0.2941366577
884	0.294054657
885	0.293945343
886	0.2938712158
887	0.2938084717
888	0.2936706543
889	0.2935903931
890	0.2934553223
891	0.2933624573
892	0.2932988586
893	0.2932212219
894	0.2931759033
895	0.2930698853
896	0.2929666443
897	0.2928835449
898	0.2928103638
899	0.2926697388
900	0.2926127319
901	0.2925487061
902	0.2924539185
903	0.2923267822
904	0.2922481689
905	0.2922164917
906	0.292178772
907	0.2921082153
908	0.2920671997
909	0.2919140625
910	0.2918725281
911	0.2917778931
912	0.291726593
913	0.2916679688
914	0.2916009521
915	0.2915429077
916	0.2915057373
917	0.2913916016
918	0.2913489685
919	0.2912958984
920	0.291199585
921	0.2911256409
922	0.291039093
923	0.2909610596
924	0.2908862915
925	0.2908341064
926	0.2907521973
927	0.2906719055
928	0.2906075439
929	0.2905130615
930	0.2904320679
931	0.2903811035
932	0.2902914429
933	0.2901621704
934	0.2900768433
935	0.2900163574
936	0.289957428
937	0.2898739624
938	0.2897923584
939	0.2897469482
940	0.2896564331
941	0.2896071777
942	0.2894931946
943	0.2894477234
944	0.2894010315
945	0.2893253174
946	0.2892720337
947	0.2891748657
948	0.2891079102
949	0.2890047302
950	0.2889115601
951	0.2888151855
952	0.288771637
953	0.2886227722
954	0.2885632324
955	0.2884847412
956	0.2884534302
957	0.2883666992
958	0.2882634277
959	0.2882043762
960	0.2881150513
961	0.2880223083
962	0.2879712524
963	0.2879060059
964	0.2878693542
965	0.2877963257
966	0.2877271118
967	0.2876280823
968	0.2875605164
969	0.2874996948
970	0.2873961487
971	0.2872424316
972	0.2871082764
973	0.2869411316
974	0.28684198
975	0.2867511597
976	0.2866500854
977	0.2865837097
978	0.2864986572
979	0.2864420471
980	0.2863530884
981	0.2863009644
982	0.2861500244
983	0.2860706177
984	0.2859859619
985	0.2859207153
986	0.2858442383
987	0.2857383423
988	0.2856273193
989	0.2855362549
990	0.2854403076
991	0.2853815918
992	0.2852957764
993	0.2851837158
994	0.28509729
995	0.2850174866
996	0.2849447937
997	0.2848597107
998	0.2847903442
999	0.2847216797
